A-site,B-site,X-site,T_f,O_f,r_A.eff,P_A,A_HOMO,χ_B,r_B_s+p,A_LUMO,r_B,IE_B,P_B,EA_B,X_p-electron,IC_B,1st_IP_B,VE_B,B_d-electron,1st_IP_X,χ_X,P_X,IC_X,r_X_s+p,r_X,X_s-electron,B_p-electron,EA_X,B_s-electron,X_d-electron,B_f-electron,X_f-electron,hash
CH3CH2NH3,Ge,Br,1.2354653797683173,0.3724489795918368,2.74,5.101102175,-13.718,2.01,1.56,-5.992999999999999,0.73,15.934610000000001,5.84,1.232712,18,30,7.9,2,10,11.81,2.96,3.04,36,1.2,1.96,8,12,3.364,8,10,0,0,-8389106519368200242
CH3CH2NH3,Ge,I,1.1921868597479677,0.3318181818181818,2.74,5.101102175,-13.718,2.01,1.56,-5.992999999999999,0.73,15.934610000000001,5.84,1.232712,24,30,7.9,2,10,10.45,2.66,4.7,54,1.585,2.2,10,12,3.0589999999999997,8,20,0,0,8168465174750471314
CH3CH2NH3,Hf,F,1.1941595848254145,0.8120300751879699,2.74,5.101102175,-13.718,1.73,2.91,-5.992999999999999,1.08,15.0,16.2,0.013999999999999999,6,70,6.83,2,22,17.42,3.98,0.557,10,0.405,1.33,4,24,3.4010000000000002,10,0,14,0,4677847897066638063
CH3CH2NH3,Hf,Cl,1.113265001522073,0.5966850828729282,2.74,5.101102175,-13.718,1.73,2.91,-5.992999999999999,1.08,15.0,16.2,0.013999999999999999,11,70,6.83,2,22,12.97,3.16,2.18,18,1.01,1.81,6,24,3.613,10,0,14,0,-5713970070171222983
CH3CH2NH3,Hf,Br,1.0932242998607806,0.5510204081632654,2.74,5.101102175,-13.718,1.73,2.91,-5.992999999999999,1.08,15.0,16.2,0.013999999999999999,18,70,6.83,2,22,11.81,2.96,3.04,36,1.2,1.96,8,24,3.364,10,10,14,0,-4338606810906853262
CH3CH2NH3,Hf,I,1.0649717984943734,0.4909090909090909,2.74,5.101102175,-13.718,1.73,2.91,-5.992999999999999,1.08,15.0,16.2,0.013999999999999999,24,70,6.83,2,22,10.45,2.66,4.7,54,1.585,2.2,10,24,3.0589999999999997,10,20,14,0,-6361721672762881371
CH3CH2NH3,In,F,1.2431639738355285,0.7406015037593985,2.74,5.101102175,-13.718,1.63,2.05,-5.992999999999999,0.985,18.8703,9.1,0.3,6,47,5.79,1,20,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,9,0,0,0,6127016511336958234
CH3CH2NH3,In,Cl,1.1511040623967053,0.5441988950276243,2.74,5.101102175,-13.718,1.63,2.05,-5.992999999999999,0.985,18.8703,9.1,0.3,11,47,5.79,1,20,12.97,3.16,2.18,18,1.01,1.81,6,18,3.613,9,0,0,0,5248419861458743321
CH3CH2NH3,In,Br,1.1284895998562898,0.5025510204081632,2.74,5.101102175,-13.718,1.63,2.05,-5.992999999999999,0.985,18.8703,9.1,0.3,18,47,5.79,1,20,11.81,2.96,3.04,36,1.2,1.96,8,18,3.364,9,10,0,0,-4528957780025134469
CH3CH2NH3,In,I,1.0967370483709715,0.4477272727272727,2.74,5.101102175,-13.718,1.63,2.05,-5.992999999999999,0.985,18.8703,9.1,0.3,24,47,5.79,1,20,10.45,2.66,4.7,54,1.585,2.2,10,18,3.0589999999999997,9,20,0,0,4561482403168753043
CH3CH2NH3,Mg,F,1.40386565825817,0.5413533834586466,2.74,5.101102175,-13.718,1.31,2.03,-5.992999999999999,0.72,15.03527,10.6,0.2623,6,10,7.65,0,0,17.42,3.98,0.557,10,0.405,1.33,4,6,3.4010000000000002,4,0,0,0,-7783375893174065565
CH3CH2NH3,Mg,Cl,1.2716742507505103,0.3977900552486188,2.74,5.101102175,-13.718,1.31,2.03,-5.992999999999999,0.72,15.03527,10.6,0.2623,11,10,7.65,0,0,12.97,3.16,2.18,18,1.01,1.81,6,6,3.613,4,0,0,0,7277771412975918953
CH3CH2NH3,Mg,Br,1.240075325215214,0.3673469387755102,2.74,5.101102175,-13.718,1.31,2.03,-5.992999999999999,0.72,15.03527,10.6,0.2623,18,10,7.65,0,0,11.81,2.96,3.04,36,1.2,1.96,8,6,3.364,4,10,0,0,8926545734904356816
CH3CH2NH3,Mg,I,1.1962696914594333,0.3272727272727272,2.74,5.101102175,-13.718,1.31,2.03,-5.992999999999999,0.72,15.03527,10.6,0.2623,24,10,7.65,0,0,10.45,2.66,4.7,54,1.585,2.2,10,6,3.0589999999999997,4,20,0,0,689115320445891930
CH3CH2NH3,Mo,F,1.2905491477261204,0.6766917293233082,2.74,5.101102175,-13.718,1.94,2.72,-5.992999999999999,0.9,16.16,12.8,0.748,6,40,7.09,4,14,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,8,0,0,0,2917517071138515452
CH3CH2NH3,Mo,Cl,1.1872088023611778,0.4972375690607735,2.74,5.101102175,-13.718,1.94,2.72,-5.992999999999999,0.9,16.16,12.8,0.748,11,40,7.09,4,14,12.97,3.16,2.18,18,1.01,1.81,6,18,3.613,8,0,0,0,-3276436220122475127
CH3CH2NH3,Mo,Br,1.1620286264254454,0.4591836734693878,2.74,5.101102175,-13.718,1.94,2.72,-5.992999999999999,0.9,16.16,12.8,0.748,18,40,7.09,4,14,11.81,2.96,3.04,36,1.2,1.96,8,18,3.364,8,10,0,0,-3466805489443349945
CH3CH2NH3,Mo,I,1.1268088706650146,0.40909090909090906,2.74,5.101102175,-13.718,1.94,2.72,-5.992999999999999,0.9,16.16,12.8,0.748,24,40,7.09,4,14,10.45,2.66,4.7,54,1.585,2.2,10,18,3.0589999999999997,8,20,0,0,-8495350181232207702
CH3CH2NH3,Nb,F,1.2404847411332964,0.744360902255639,2.74,5.101102175,-13.718,2.03,2.79,-5.992999999999999,0.99,14.0,15.7,0.9159999999999999,6,39,6.76,3,13,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,8,0,0,0,4709833611198433100
CH3CH2NH3,Nb,Cl,1.14904851942814,0.5469613259668508,2.74,5.101102175,-13.718,2.03,2.79,-5.992999999999999,0.99,14.0,15.7,0.9159999999999999,11,39,6.76,3,13,12.97,3.16,2.18,18,1.01,1.81,6,18,3.613,8,0,0,0,4798005874159945781
CH3CH2NH3,Nb,Br,1.1265769056192452,0.5051020408163265,2.74,5.101102175,-13.718,2.03,2.79,-5.992999999999999,0.99,14.0,15.7,0.9159999999999999,18,39,6.76,3,13,11.81,2.96,3.04,36,1.2,1.96,8,18,3.364,8,10,0,0,243398954718357577
CH3CH2NH3,Nb,I,1.0950180247841832,0.45,2.74,5.101102175,-13.718,2.03,2.79,-5.992999999999999,0.99,14.0,15.7,0.9159999999999999,24,39,6.76,3,13,10.45,2.66,4.7,54,1.585,2.2,10,18,3.0589999999999997,8,20,0,0,8961634821804791386
CH3CH2NH3,Ni,F,1.4247151482323008,0.5187969924812029,2.74,5.101102175,-13.718,1.76,2.18,-5.992999999999999,0.69,18.16884,6.8,1.156,6,26,7.64,8,8,17.42,3.98,0.557,10,0.405,1.33,4,12,3.4010000000000002,6,0,0,0,-4849722649787235761
CH3CH2NH3,Ni,Cl,1.2869343417595167,0.3812154696132597,2.74,5.101102175,-13.718,1.76,2.18,-5.992999999999999,0.69,18.16884,6.8,1.156,11,26,7.64,8,8,12.97,3.16,2.18,18,1.01,1.81,6,12,3.613,6,0,0,0,5790710492631539570
CH3CH2NH3,Ni,Br,1.254113913802556,0.3520408163265306,2.74,5.101102175,-13.718,1.76,2.18,-5.992999999999999,0.69,18.16884,6.8,1.156,18,26,7.64,8,8,11.81,2.96,3.04,36,1.2,1.96,8,12,3.364,6,10,0,0,-6766131089618214072
CH3CH2NH3,Ni,I,1.2086877159382508,0.3136363636363636,2.74,5.101102175,-13.718,1.76,2.18,-5.992999999999999,0.69,18.16884,6.8,1.156,24,26,7.64,8,8,10.45,2.66,4.7,54,1.585,2.2,10,12,3.0589999999999997,6,20,0,0,-6514416266559021052
CH3CH2NH3,P,F,1.4683288772598209,0.4736842105263158,2.74,5.101102175,-13.718,2.32,1.24,-5.992999999999999,0.63,19.7695,3.63,0.746607,6,13,10.49,3,0,17.42,3.98,0.557,10,0.405,1.33,4,7,3.4010000000000002,6,0,0,0,-8656742150920311634
CH3CH2NH3,P,Cl,1.3185802681962258,0.34806629834254144,2.74,5.101102175,-13.718,2.32,1.24,-5.992999999999999,0.63,19.7695,3.63,0.746607,11,13,10.49,3,0,12.97,3.16,2.18,18,1.01,1.81,6,7,3.613,6,0,0,0,3884016322652841217
CH3CH2NH3,P,Br,1.283166745782538,0.32142857142857145,2.74,5.101102175,-13.718,2.32,1.24,-5.992999999999999,0.63,19.7695,3.63,0.746607,18,13,10.49,3,0,11.81,2.96,3.04,36,1.2,1.96,8,7,3.364,6,10,0,0,-8033214385371665323
CH3CH2NH3,P,I,1.2343136039086728,0.2863636363636363,2.74,5.101102175,-13.718,2.32,1.24,-5.992999999999999,0.63,19.7695,3.63,0.746607,24,13,10.49,3,0,10.45,2.66,4.7,54,1.585,2.2,10,7,3.0589999999999997,6,20,0,0,1951675540999007124
CH3CH2NH3,Pb,F,1.1420335712020826,0.8947368421052628,2.74,5.101102175,-13.718,1.8,2.09,-5.992999999999999,1.19,15.03248,6.98,0.364,6,80,7.42,2,30,17.42,3.98,0.557,10,0.405,1.33,4,24,3.4010000000000002,12,0,14,0,-7715655725849420724
CH3CH2NH3,Pd,F,1.3141208216571911,0.6466165413533834,2.74,5.101102175,-13.718,2.08,2.45,-5.992999999999999,0.86,19.43,4.8,0.562,6,44,8.34,8,18,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,8,0,0,0,-8546696181246048921
CH3CH2NH3,Pd,Cl,1.2049947020220193,0.4751381215469613,2.74,5.101102175,-13.718,2.08,2.45,-5.992999999999999,0.86,19.43,4.8,0.562,11,44,8.34,8,18,12.97,3.16,2.18,18,1.01,1.81,6,18,3.613,8,0,0,0,7912802098077363947
CH3CH2NH3,Pd,Br,1.1785113019775793,0.4387755102040816,2.74,5.101102175,-13.718,2.08,2.45,-5.992999999999999,0.86,19.43,4.8,0.562,18,44,8.34,8,18,11.81,2.96,3.04,36,1.2,1.96,8,18,3.364,8,10,0,0,5532242151015852741
CH3CH2NH3,Pd,I,1.1415383983861258,0.3909090909090909,2.74,5.101102175,-13.718,2.08,2.45,-5.992999999999999,0.86,19.43,4.8,0.562,24,44,8.34,8,18,10.45,2.66,4.7,54,1.585,2.2,10,18,3.0589999999999997,8,20,0,0,-6453979252087795696
CH3CH2NH3,Re,F,1.320148898820756,0.6390977443609022,2.74,5.101102175,-13.718,2.06,2.68,-5.992999999999999,0.85,17.833,9.7,0.15,6,73,7.88,5,25,17.42,3.98,0.557,10,0.405,1.33,4,24,3.4010000000000002,10,0,14,0,-6197337608437726412
CH3CH2NH3,Re,Cl,1.2095247572927783,0.4696132596685082,2.74,5.101102175,-13.718,2.06,2.68,-5.992999999999999,0.85,17.833,9.7,0.15,11,73,7.88,5,25,12.97,3.16,2.18,18,1.01,1.81,6,24,3.613,10,0,14,0,-2137194561618796335
CH3CH2NH3,Re,Br,1.182705292376076,0.4336734693877551,2.74,5.101102175,-13.718,2.06,2.68,-5.992999999999999,0.85,17.833,9.7,0.15,18,73,7.88,5,25,11.81,2.96,3.04,36,1.2,1.96,8,24,3.364,10,10,14,0,6606265682507579287
CH3CH2NH3,Re,I,1.145281147233293,0.3863636363636363,2.74,5.101102175,-13.718,2.06,2.68,-5.992999999999999,0.85,17.833,9.7,0.15,24,73,7.88,5,25,10.45,2.66,4.7,54,1.585,2.2,10,24,3.0589999999999997,10,20,14,0,-366005635985004259
CH3CH2NH3,Rh,F,1.326232534299193,0.631578947368421,2.74,5.101102175,-13.718,1.99,2.52,-5.992999999999999,0.84,18.08,8.6,1.137,6,43,7.46,7,17,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,8,0,0,0,2512528436876160568
CH3CH2NH3,Rh,Cl,1.2140890016599213,0.4640883977900552,2.74,5.101102175,-13.718,1.99,2.52,-5.992999999999999,0.84,18.08,8.6,1.137,11,43,7.46,7,17,12.97,3.16,2.18,18,1.01,1.81,6,18,3.613,8,0,0,0,3925665210909898900
CH3CH2NH3,Rh,Br,1.1869292398488476,0.42857142857142855,2.74,5.101102175,-13.718,1.99,2.52,-5.992999999999999,0.84,18.08,8.6,1.137,18,43,7.46,7,17,11.81,2.96,3.04,36,1.2,1.96,8,18,3.364,8,10,0,0,1387061438673840229
CH3CH2NH3,Rh,I,1.1490485194281397,0.3818181818181818,2.74,5.101102175,-13.718,1.99,2.52,-5.992999999999999,0.84,18.08,8.6,1.137,24,43,7.46,7,17,10.45,2.66,4.7,54,1.585,2.2,10,18,3.0589999999999997,8,20,0,0,-3048052814243163575
CH3CH2NH3,Sb,F,1.1465835057487048,0.8872180451127819,2.74,5.101102175,-13.718,2.14,1.765,-5.992999999999999,1.18,16.63,6.6,1.046,6,49,8.54,3,20,17.42,3.98,0.557,10,0.405,1.33,4,19,3.4010000000000002,10,0,0,0,9020127811776550707
CH3CH2NH3,Sb,Cl,1.0760320583273548,0.6519337016574586,2.74,5.101102175,-13.718,2.14,1.765,-5.992999999999999,1.18,16.63,6.6,1.046,11,49,8.54,3,20,12.97,3.16,2.18,18,1.01,1.81,6,19,3.613,10,0,0,0,-8539960710708617683
CH3CH2NH3,Sb,Br,1.0584082393556604,0.6020408163265306,2.74,5.101102175,-13.718,2.14,1.765,-5.992999999999999,1.18,16.63,6.6,1.046,18,49,8.54,3,20,11.81,2.96,3.04,36,1.2,1.96,8,19,3.364,10,10,0,0,-8680227424529832088
CH3CH2NH3,Sb,I,1.0334637571188003,0.5363636363636363,2.74,5.101102175,-13.718,2.14,1.765,-5.992999999999999,1.18,16.63,6.6,1.046,24,49,8.54,3,20,10.45,2.66,4.7,54,1.585,2.2,10,19,3.0589999999999997,10,20,0,0,1111069711011451466
CH3CH2NH3,Sc,F,1.2678081935811667,0.7067669172932329,2.74,5.101102175,-13.718,1.5,2.75,-5.992999999999999,0.94,12.79977,17.8,0.188,6,19,6.56,1,1,17.42,3.98,0.557,10,0.405,1.33,4,12,3.4010000000000002,6,0,0,0,1494682232475692830
CH3CH2NH3,Sc,Cl,1.1699403106904696,0.5193370165745856,2.74,5.101102175,-13.718,1.5,2.75,-5.992999999999999,0.94,12.79977,17.8,0.188,11,19,6.56,1,1,12.97,3.16,2.18,18,1.01,1.81,6,12,3.613,6,0,0,0,6698904889845461521
CH3CH2NH3,Sc,Br,1.1460006453713012,0.4795918367346938,2.74,5.101102175,-13.718,1.5,2.75,-5.992999999999999,0.94,12.79977,17.8,0.188,18,19,6.56,1,1,11.81,2.96,3.04,36,1.2,1.96,8,12,3.364,6,10,0,0,-1042815984352937607
CH3CH2NH3,Sc,I,1.112454617535524,0.4272727272727272,2.74,5.101102175,-13.718,1.5,2.75,-5.992999999999999,0.94,12.79977,17.8,0.188,24,19,6.56,1,1,10.45,2.66,4.7,54,1.585,2.2,10,12,3.0589999999999997,6,20,0,0,-7877042449021681104
CH3CH2NH3,Si,F,1.4534972724390145,0.4887218045112782,2.74,5.101102175,-13.718,1.98,1.42,-5.992999999999999,0.65,16.54584,5.53,1.3895211,6,12,8.15,2,0,17.42,3.98,0.557,10,0.405,1.33,4,6,3.4010000000000002,6,0,0,0,1928268475161985415
CH3CH2NH3,Si,Cl,1.3078601034141428,0.35911602209944754,2.74,5.101102175,-13.718,1.98,1.42,-5.992999999999999,0.65,16.54584,5.53,1.3895211,11,12,8.15,2,0,12.97,3.16,2.18,18,1.01,1.81,6,6,3.613,6,0,0,0,2998696079005708224
CH3CH2NH3,Si,Br,1.2733340504125572,0.3316326530612245,2.74,5.101102175,-13.718,1.98,1.42,-5.992999999999999,0.65,16.54584,5.53,1.3895211,18,12,8.15,2,0,11.81,2.96,3.04,36,1.2,1.96,8,6,3.364,6,10,0,0,8714588193725952290
CH3CH2NH3,Si,I,1.2256517540566825,0.2954545454545454,2.74,5.101102175,-13.718,1.98,1.42,-5.992999999999999,0.65,16.54584,5.53,1.3895211,24,12,8.15,2,0,10.45,2.66,4.7,54,1.585,2.2,10,6,3.0589999999999997,6,20,0,0,2138652243907001219
CH3CH2NH3,Sr,F,1.1465835057487048,0.8872180451127819,2.74,5.101102175,-13.718,1.13,3.21,-5.992999999999999,1.18,11.0301,27.6,0.048,6,36,5.7,0,10,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,8,0,0,0,6978385014069673597
CH3CH2NH3,Sr,Cl,1.0760320583273548,0.6519337016574586,2.74,5.101102175,-13.718,1.13,3.21,-5.992999999999999,1.18,11.0301,27.6,0.048,11,36,5.7,0,10,12.97,3.16,2.18,18,1.01,1.81,6,18,3.613,8,0,0,0,-2411950682330244635
CH3CH2NH3,Sr,Br,1.0584082393556604,0.6020408163265306,2.74,5.101102175,-13.718,1.13,3.21,-5.992999999999999,1.18,11.0301,27.6,0.048,18,36,5.7,0,10,11.81,2.96,3.04,36,1.2,1.96,8,18,3.364,8,10,0,0,1657123298611369928
CH3CH2NH3,Sr,I,1.0334637571188003,0.5363636363636363,2.74,5.101102175,-13.718,1.13,3.21,-5.992999999999999,1.18,11.0301,27.6,0.048,24,36,5.7,0,10,10.45,2.66,4.7,54,1.585,2.2,10,18,3.0589999999999997,8,20,0,0,-72514347807711963
CH3CH2NH3,Ta,F,1.2458548049477265,0.7368421052631579,2.74,5.101102175,-13.718,1.94,2.79,-5.992999999999999,0.98,15.5,13.1,0.322,6,71,7.89,3,23,17.42,3.98,0.557,10,0.405,1.33,4,24,3.4010000000000002,10,0,14,0,-7198036795254167570
CH3CH2NH3,Ta,Cl,1.153166972902793,0.5414364640883977,2.74,5.101102175,-13.718,1.94,2.79,-5.992999999999999,0.98,15.5,13.1,0.322,11,71,7.89,3,23,12.97,3.16,2.18,18,1.01,1.81,6,24,3.613,10,0,14,0,4183609948109917129
CH3CH2NH3,Ta,Br,1.1304087998560453,0.5,2.74,5.101102175,-13.718,1.94,2.79,-5.992999999999999,0.98,15.5,13.1,0.322,18,71,7.89,3,23,11.81,2.96,3.04,36,1.2,1.96,8,24,3.364,10,10,14,0,-2735053049909389349
CH3CH2NH3,Ta,I,1.0984614776923096,0.44545454545454544,2.74,5.101102175,-13.718,1.94,2.79,-5.992999999999999,0.98,15.5,13.1,0.322,24,71,7.89,3,23,10.45,2.66,4.7,54,1.585,2.2,10,24,3.0589999999999997,10,20,14,0,-3786311269320363524
CH3CH2NH3,Ti,F,1.3141208216571911,0.6466165413533834,2.74,5.101102175,-13.718,1.86,2.58,-5.992999999999999,0.86,13.5755,14.6,0.079,6,20,6.83,2,5,17.42,3.98,0.557,10,0.405,1.33,4,12,3.4010000000000002,6,0,0,0,-2150321873623272361
CH3CH2NH3,Ti,Cl,1.2049947020220193,0.4751381215469613,2.74,5.101102175,-13.718,1.86,2.58,-5.992999999999999,0.86,13.5755,14.6,0.079,11,20,6.83,2,5,12.97,3.16,2.18,18,1.01,1.81,6,12,3.613,6,0,0,0,2986615955112473753
CH3CH2NH3,Ti,Br,1.1785113019775793,0.4387755102040816,2.74,5.101102175,-13.718,1.86,2.58,-5.992999999999999,0.86,13.5755,14.6,0.079,18,20,6.83,2,5,11.81,2.96,3.04,36,1.2,1.96,8,12,3.364,6,10,0,0,4389480268829816546
CH3CH2NH3,Ti,I,1.1415383983861258,0.3909090909090909,2.74,5.101102175,-13.718,1.86,2.58,-5.992999999999999,0.86,13.5755,14.6,0.079,24,20,6.83,2,5,10.45,2.66,4.7,54,1.585,2.2,10,12,3.0589999999999997,6,20,0,0,9074920925119652604
CH3CH2NH3,Tl,F,1.0541848349557688,1.0526315789473684,2.74,5.101102175,-13.718,1.69,2.235,-5.992999999999999,1.4,20.4283,7.5,0.377,6,79,6.11,1,30,17.42,3.98,0.557,10,0.405,1.33,4,24,3.4010000000000002,11,0,14,0,263379341575736579
CH3CH2NH3,Tl,Cl,1.0022853128968197,0.7734806629834253,2.74,5.101102175,-13.718,1.69,2.235,-5.992999999999999,1.4,20.4283,7.5,0.377,11,79,6.11,1,30,12.97,3.16,2.18,18,1.01,1.81,6,24,3.613,11,0,14,0,-8890866384326725774
CH3CH2NH3,Tl,Br,0.9891076998740396,0.7142857142857143,2.74,5.101102175,-13.718,1.69,2.235,-5.992999999999999,1.4,20.4283,7.5,0.377,18,79,6.11,1,30,11.81,2.96,3.04,36,1.2,1.96,8,24,3.364,11,10,14,0,-7345974167435444006
CH3CH2NH3,Tl,I,0.9703076386282068,0.6363636363636362,2.74,5.101102175,-13.718,1.69,2.235,-5.992999999999999,1.4,20.4283,7.5,0.377,24,79,6.11,1,30,10.45,2.66,4.7,54,1.585,2.2,10,24,3.0589999999999997,11,20,14,0,-8453653269552503954
CH3CH2NH3,V,F,1.3575116035043624,0.5939849624060151,2.74,5.101102175,-13.718,2.22,2.43,-5.992999999999999,0.79,14.618,12.4,0.525,6,21,6.75,3,3,17.42,3.98,0.557,10,0.405,1.33,4,12,3.4010000000000002,6,0,0,0,-3855771840643247407
CH3CH2NH3,V,Cl,1.2374368670764582,0.4364640883977901,2.74,5.101102175,-13.718,2.22,2.43,-5.992999999999999,0.79,14.618,12.4,0.525,11,21,6.75,3,3,12.97,3.16,2.18,18,1.01,1.81,6,12,3.613,6,0,0,0,8333600106782795289
CH3CH2NH3,V,Br,1.2085097714824629,0.4030612244897959,2.74,5.101102175,-13.718,2.22,2.43,-5.992999999999999,0.79,14.618,12.4,0.525,18,21,6.75,3,3,11.81,2.96,3.04,36,1.2,1.96,8,12,3.364,6,10,0,0,2198750058587288161
CH3CH2NH3,V,I,1.1682633776125566,0.3590909090909091,2.74,5.101102175,-13.718,2.22,2.43,-5.992999999999999,0.79,14.618,12.4,0.525,24,21,6.75,3,3,10.45,2.66,4.7,54,1.585,2.2,10,12,3.0589999999999997,6,20,0,0,6753202816952792546
CH3CH2NH3,W,F,1.284787767602343,0.6842105263157895,2.74,5.101102175,-13.718,1.79,2.735,-5.992999999999999,0.91,16.1,11.1,0.81626,6,72,7.98,4,24,17.42,3.98,0.557,10,0.405,1.33,4,24,3.4010000000000002,10,0,14,0,2597033901632060430
CH3CH2NH3,W,Cl,1.1828440641172029,0.5027624309392266,2.74,5.101102175,-13.718,1.79,2.735,-5.992999999999999,0.91,16.1,11.1,0.81626,11,72,7.98,4,24,12.97,3.16,2.18,18,1.01,1.81,6,24,3.613,10,0,14,0,-4289858890013990490
CH3CH2NH3,W,Br,1.1579797461939978,0.4642857142857143,2.74,5.101102175,-13.718,1.79,2.735,-5.992999999999999,0.91,16.1,11.1,0.81626,18,72,7.98,4,24,11.81,2.96,3.04,36,1.2,1.96,8,24,3.364,10,10,14,0,5648554707113389802
CH3CH2NH3,W,I,1.1231856910165738,0.4136363636363637,2.74,5.101102175,-13.718,1.79,2.735,-5.992999999999999,0.91,16.1,11.1,0.81626,24,72,7.98,4,24,10.45,2.66,4.7,54,1.585,2.2,10,24,3.0589999999999997,10,20,14,0,-6830341444497137628
CH3CH2NH3,Y,F,1.1627978179512115,0.8609022556390977,2.74,5.101102175,-13.718,1.41,2.94,-5.992999999999999,1.145,12.224,22.7,0.307,6,37,6.22,1,11,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,8,0,0,0,8079135967712645078
CH3CH2NH3,Y,Cl,1.0887769388828397,0.6325966850828729,2.74,5.101102175,-13.718,1.41,2.94,-5.992999999999999,1.145,12.224,22.7,0.307,11,37,6.22,1,11,12.97,3.16,2.18,18,1.01,1.81,6,18,3.613,8,0,0,0,8189852421159607080
CH3CH2NH3,Y,Br,1.0703387670134537,0.5841836734693878,2.74,5.101102175,-13.718,1.41,2.94,-5.992999999999999,1.145,12.224,22.7,0.307,18,37,6.22,1,11,11.81,2.96,3.04,36,1.2,1.96,8,18,3.364,8,10,0,0,2318538647191677577
CH3CH2NH3,Y,I,1.0442772792411197,0.5204545454545454,2.74,5.101102175,-13.718,1.41,2.94,-5.992999999999999,1.145,12.224,22.7,0.307,24,37,6.22,1,11,10.45,2.66,4.7,54,1.585,2.2,10,18,3.0589999999999997,8,20,0,0,7621082328689002063
CH3CH2NH3,Zr,F,1.1746631018078564,0.8421052631578948,2.74,5.101102175,-13.718,1.7,2.825,-5.992999999999999,1.12,13.1,17.9,0.426,6,38,6.63,2,12,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,8,0,0,0,-4358633848754709372
CH3CH2NH3,Zr,Cl,1.098066844504707,0.6187845303867404,2.74,5.101102175,-13.718,1.7,2.825,-5.992999999999999,1.12,13.1,17.9,0.426,11,38,6.63,2,12,12.97,3.16,2.18,18,1.01,1.81,6,18,3.613,8,0,0,0,-2072721074245154782
CH3CH2NH3,Zr,Br,1.0790265816807705,0.5714285714285715,2.74,5.101102175,-13.718,1.7,2.825,-5.992999999999999,1.12,13.1,17.9,0.426,18,38,6.63,2,12,11.81,2.96,3.04,36,1.2,1.96,8,18,3.364,8,10,0,0,3590596984580620453
CH3CH2NH3,Zr,I,1.052140812970345,0.5090909090909091,2.74,5.101102175,-13.718,1.7,2.825,-5.992999999999999,1.12,13.1,17.9,0.426,24,38,6.63,2,12,10.45,2.66,4.7,54,1.585,2.2,10,18,3.0589999999999997,8,20,0,0,-1975239026383626543
C(NH2)3,Ag,F,1.2802682249677135,0.7067669172932329,2.78,5.961080732999999,-12.182,1.07,2.375,-5.848,0.94,21.47746,7.2,1.3019999999999998,6,45,7.58,9,19,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,8,0,0,0,-3656995039596235687
C(NH2)3,Ag,Cl,1.180225500235001,0.5193370165745856,2.78,5.961080732999999,-12.182,1.07,2.375,-5.848,0.94,21.47746,7.2,1.3019999999999998,11,45,7.58,9,19,12.97,3.16,2.18,18,1.01,1.81,6,18,3.613,8,0,0,0,2062291802026903345
C(NH2)3,Ag,Br,1.1557538423531846,0.4795918367346938,2.78,5.961080732999999,-12.182,1.07,2.375,-5.848,0.94,21.47746,7.2,1.3019999999999998,18,45,7.58,9,19,11.81,2.96,3.04,36,1.2,1.96,8,18,3.364,8,10,0,0,-1414768412140062803
C(NH2)3,Ag,I,1.1214623472321676,0.4272727272727272,2.78,5.961080732999999,-12.182,1.07,2.375,-5.848,0.94,21.47746,7.2,1.3019999999999998,24,45,7.58,9,19,10.45,2.66,4.7,54,1.585,2.2,10,18,3.0589999999999997,8,20,0,0,7661491932837585553
C(NH2)3,As,F,1.4246121915081909,0.5338345864661653,2.78,5.961080732999999,-12.182,2.27,1.415,-5.848,0.71,18.5892,4.31,0.804,6,31,9.81,3,10,17.42,3.98,0.557,10,0.405,1.33,4,13,3.4010000000000002,8,0,0,0,5810102722031070348
C(NH2)3,As,Cl,1.2879444943040683,0.3922651933701657,2.78,5.961080732999999,-12.182,2.27,1.415,-5.848,0.71,18.5892,4.31,0.804,11,31,9.81,3,10,12.97,3.16,2.18,18,1.01,1.81,6,13,3.613,8,0,0,0,5507537156946390145
C(NH2)3,As,Br,1.255313162106455,0.3622448979591837,2.78,5.961080732999999,-12.182,2.27,1.415,-5.848,0.71,18.5892,4.31,0.804,18,31,9.81,3,10,11.81,2.96,3.04,36,1.2,1.96,8,13,3.364,8,10,0,0,-2443911954419175020
C(NH2)3,As,I,1.2101002647109989,0.3227272727272727,2.78,5.961080732999999,-12.182,2.27,1.415,-5.848,0.71,18.5892,4.31,0.804,24,31,9.81,3,10,10.45,2.66,4.7,54,1.585,2.2,10,13,3.0589999999999997,8,20,0,0,7323859349462990208
